UID,JobIDRaw,JobName,TimelimitRaw,Submit,Start,End,State,Priority,ElapsedRaw,QOS,Restarts,NNodes,Planned,Flags
1014,4531,test_user15-ReRw,8,2025-07-31T09:58:23,2025-07-31T11:43:09,2025-07-31T11:46:13,COMPLETED,86400,184,normal,0,3,01:44:46,SchedMain;StartReceived
1008,4532,test_user9-9OpO,2,2025-07-31T09:58:30,2025-07-31T10:40:50,2025-07-31T10:42:50,PREEMPTED,86400,120,normal,0,7,00:42:20,SchedBackfill;StartReceived
1019,4533,test_user20-QLti,4,2025-07-31T09:58:32,2025-07-31T10:09:19,2025-07-31T10:13:10,COMPLETED,86400,231,normal,0,2,00:10:47,SchedBackfill;StartReceived
1009,4534,test_user10-WgVa,3,2025-07-31T09:58:33,2025-07-31T10:04:49,2025-07-31T10:06:22,PREEMPTED,86400,93,normal,0,1,00:06:16,SchedBackfill;StartReceived
1007,4535,test_user8-VdwT,8,2025-07-31T09:58:46,2025-07-31T10:35:20,2025-07-31T10:37:20,PREEMPTED,86400,120,normal,0,1,00:36:34,SchedBackfill;StartReceived
1010,4536,test_user11-3wA3,8,2025-07-31T09:59:16,2025-07-31T11:47:25,2025-07-31T11:55:51,TIMEOUT,86400,506,normal,0,10,01:48:09,SchedMain;StartReceived
1013,4537,test_user14-iG7I,2,2025-07-31T09:59:19,2025-07-31T11:48:24,2025-07-31T11:50:40,TIMEOUT,86400,136,normal,0,8,01:49:05,SchedMain;StartReceived
1001,4538,test_user2-KlpL,5,2025-07-31T09:59:26,2025-07-31T11:52:24,2025-07-31T11:55:27,COMPLETED,86400,183,normal,0,10,01:52:58,SchedMain;StartReceived
1008,4539,test_user9-PSRB,3,2025-07-31T09:59:33,2025-07-31T10:06:19,2025-07-31T10:08:50,PREEMPTED,86400,151,normal,0,1,00:06:46,SchedBackfill;StartReceived
1017,4540,test_user18-z4BP,6,2025-07-31T09:59:40,2025-07-31T11:55:27,2025-07-31T11:59:16,COMPLETED,86400,229,normal,0,3,01:55:47,SchedMain;StartReceived
1014,4541,test_user15-JKDW,1,2025-07-31T10:00:10,2025-07-31T10:49:21,2025-07-31T10:50:21,TIMEOUT,86400,60,normal,0,3,00:49:11,SchedBackfill;StartReceived
1012,4542,test_user13-ScXP,2,2025-07-31T10:00:17,2025-07-31T11:14:52,2025-07-31T11:17:21,TIMEOUT,86400,149,normal,0,5,01:14:35,SchedBackfill;StartReceived
1006,4543,test_user7-DUkN,3,2025-07-31T10:00:20,2025-07-31T11:55:55,2025-07-31T11:59:21,TIMEOUT,86400,206,normal,0,9,01:55:35,SchedMain;StartReceived
1019,4544,test_user20-s14G,9,2025-07-31T10:00:23,2025-07-31T11:55:55,2025-07-31T11:58:08,COMPLETED,86400,133,normal,0,4,01:55:32,SchedMain;StartReceived
1010,4545,test_user11-PRbn,4,2025-07-31T10:00:23,2025-07-31T11:59:16,2025-07-31T12:03:21,TIMEOUT,86400,245,normal,0,7,01:58:53,SchedMain;StartReceived
1015,4546,test_user16-Qp81,9,2025-07-31T10:00:45,2025-07-31T11:56:24,2025-07-31T12:02:23,COMPLETED,86400,359,normal,0,3,01:55:39,SchedBackfill;StartReceived
1000,4547,test_user1-ADi6,7,2025-07-31T10:01:05,2025-07-31T11:59:24,2025-07-31T12:04:09,COMPLETED,86400,285,normal,0,7,01:58:19,SchedMain;StartReceived
1016,4548,test_user17-FtrZ,1,2025-07-31T10:01:09,2025-07-31T11:50:54,2025-07-31T11:52:21,TIMEOUT,86400,87,normal,0,9,01:49:45,SchedBackfill;StartReceived
1005,4549,test_user6-iFIL,6,2025-07-31T10:01:12,2025-07-31T10:01:16,2025-07-31T10:05:50,COMPLETED,172800,274,high,0,9,00:00:04,SchedMain;StartReceived
1011,4550,test_user12-tl0j,2,2025-07-31T10:01:50,2025-07-31T10:11:49,2025-07-31T10:13:50,TIMEOUT,86400,121,normal,0,2,00:09:59,SchedBackfill;StartReceived
1002,4551,test_user3-86o2,1,2025-07-31T10:01:50,2025-07-31T12:03:25,2025-07-31T12:04:51,TIMEOUT,86400,86,normal,0,10,02:01:35,SchedMain;StartReceived
1013,4552,test_user14-BR6d,10,2025-07-31T10:02:01,2025-07-31T12:04:09,2025-07-31T12:09:10,COMPLETED,86400,301,normal,0,4,02:02:08,SchedMain;StartReceived
1006,4553,test_user7-2Xii,2,2025-07-31T10:02:08,2025-07-31T11:21:52,2025-07-31T11:24:21,TIMEOUT,86400,149,normal,0,3,01:19:44,SchedBackfill;StartReceived
1008,4554,test_user9-3TEr,9,2025-07-31T10:02:17,2025-07-31T12:04:55,2025-07-31T12:09:53,COMPLETED,86400,298,normal,0,5,02:02:38,SchedMain;StartReceived
1015,4555,test_user16-wCTp,6,2025-07-31T10:02:21,2025-07-31T12:04:55,2025-07-31T12:11:18,TIMEOUT,86400,383,normal,0,6,02:02:34,SchedMain;StartReceived
1019,4556,test_user20-time,1,2025-07-31T10:02:22,2025-07-31T10:50:51,2025-07-31T10:51:51,TIMEOUT,86400,60,normal,0,3,00:48:29,SchedBackfill;StartReceived
1018,4557,test_user19-AyN1,10,2025-07-31T10:02:30,2025-07-31T12:09:54,2025-07-31T12:12:47,COMPLETED,86400,173,normal,0,6,02:07:24,SchedMain;StartReceived
1016,4558,test_user17-Qa2O,7,2025-07-31T10:02:30,2025-07-31T12:11:18,2025-07-31T12:18:21,TIMEOUT,86400,423,normal,0,9,02:08:48,SchedMain;StartReceived
1007,4559,test_user8-oqMm,4,2025-07-31T10:02:37,2025-07-31T12:12:47,2025-07-31T12:16:29,COMPLETED,86400,222,normal,0,6,02:10:10,SchedMain;StartReceived
1004,4560,test_user5-SCKS,2,2025-07-31T10:02:44,2025-07-31T12:16:29,2025-07-31T12:18:34,TIMEOUT,86400,125,normal,0,6,02:13:45,SchedMain;StartReceived
1000,4561,test_user1-ujBN,8,2025-07-31T10:02:46,2025-07-31T12:18:25,2025-07-31T12:24:50,COMPLETED,86400,385,normal,0,6,02:15:39,SchedMain;StartReceived
1003,4562,test_user4-QZDt,2,2025-07-31T10:02:49,2025-07-31T12:18:25,2025-07-31T12:20:50,TIMEOUT,86400,145,normal,0,7,02:15:36,SchedMain;StartReceived
1001,4563,test_user2-pX87,9,2025-07-31T10:02:50,2025-07-31T12:03:54,2025-07-31T12:11:14,COMPLETED,86400,440,normal,0,3,02:01:04,SchedBackfill;StartReceived
1009,4564,test_user10-ZzdA,3,2025-07-31T10:02:56,2025-07-31T10:03:00,2025-07-31T10:05:41,COMPLETED,172800,161,high,0,7,00:00:04,SchedMain;StartReceived
1018,4565,test_user19-nScv,2,2025-07-31T10:03:31,2025-07-31T12:20:50,2025-07-31T12:22:51,TIMEOUT,86400,121,normal,0,8,02:17:19,SchedMain;StartReceived
1012,4566,test_user13-Ze9C,5,2025-07-31T10:03:32,2025-07-31T12:12:25,2025-07-31T12:15:55,COMPLETED,86400,210,normal,0,5,02:08:53,SchedBackfill;StartReceived
1015,4567,test_user16-3qKJ,3,2025-07-31T10:03:33,2025-07-31T10:19:49,2025-07-31T10:20:49,PREEMPTED,86400,60,normal,0,1,00:16:16,SchedBackfill;StartReceived
1011,4568,test_user12-hFH9,9,2025-07-31T10:03:35,2025-07-31T12:20:50,2025-07-31T12:29:51,TIMEOUT,86400,541,normal,0,4,02:17:15,SchedMain;StartReceived
1013,4569,test_user14-RxRU,10,2025-07-31T10:03:41,2025-07-31T12:22:54,2025-07-31T12:33:21,TIMEOUT,86400,627,normal,0,4,02:19:13,SchedMain;StartReceived
1014,4570,test_user15-JRMN,6,2025-07-31T10:03:57,2025-07-31T12:26:25,2025-07-31T12:32:10,COMPLETED,86400,345,normal,0,10,02:22:28,SchedMain;StartReceived
1010,4571,test_user11-WgtW,1,2025-07-31T10:04:18,2025-07-31T12:32:10,2025-07-31T12:33:21,TIMEOUT,86400,71,normal,0,10,02:27:52,SchedMain;StartReceived
1005,4572,test_user6-WyeJ,1,2025-07-31T10:04:21,2025-07-31T11:26:23,2025-07-31T11:27:51,TIMEOUT,86400,88,normal,0,4,01:22:02,SchedBackfill;StartReceived
1017,4573,test_user18-Dwux,8,2025-07-31T10:04:34,2025-07-31T12:20:55,2025-07-31T12:24:19,COMPLETED,86400,204,normal,0,2,02:16:21,SchedBackfill;StartReceived
1001,4574,test_user2-TA3G,5,2025-07-31T10:04:39,2025-07-31T10:05:44,2025-07-31T10:08:57,COMPLETED,172800,193,high,0,10,00:01:05,SchedMain;StartReceived
1006,4575,test_user7-XCFC,5,2025-07-31T10:05:20,2025-07-31T12:33:25,2025-07-31T12:38:07,COMPLETED,86400,282,normal,0,7,02:28:05,SchedMain;StartReceived
1003,4576,test_user4-sGJ2,3,2025-07-31T10:05:21,2025-07-31T12:33:25,2025-07-31T12:36:51,TIMEOUT,86400,206,normal,0,6,02:28:04,SchedMain;StartReceived
1018,4577,test_user19-3LiX,1,2025-07-31T10:05:37,2025-07-31T11:44:54,2025-07-31T11:46:21,TIMEOUT,86400,87,normal,0,4,01:39:17,SchedBackfill;StartReceived
1008,4578,test_user9-NUW4,4,2025-07-31T10:06:08,2025-07-31T12:36:55,2025-07-31T12:39:02,COMPLETED,86400,127,normal,0,8,02:30:47,SchedMain;StartReceived
1002,4579,test_user3-j7tC,2,2025-07-31T10:06:12,2025-07-31T10:06:16,2025-07-31T10:08:20,TIMEOUT,172800,124,high,0,8,00:00:04,SchedMain;StartReceived
1007,4580,test_user8-BIow,9,2025-07-31T10:06:19,2025-07-31T12:38:46,2025-07-31T12:43:00,COMPLETED,86400,254,normal,0,10,02:32:27,SchedMain;StartReceived
1010,4581,test_user11-YFol,9,2025-07-31T10:06:21,2025-07-31T10:06:25,2025-07-31T10:08:50,COMPLETED,172800,145,high,0,1,00:00:04,SchedMain;StartReceived
1013,4582,test_user14-n7LW,10,2025-07-31T10:06:23,2025-07-31T12:43:00,2025-07-31T12:49:09,COMPLETED,86400,369,normal,0,10,02:36:37,SchedMain;StartReceived
1019,4583,test_user20-AWwP,3,2025-07-31T10:06:27,2025-07-31T12:22:55,2025-07-31T12:26:21,TIMEOUT,86400,206,normal,0,4,02:16:28,SchedBackfill;StartReceived
1001,4584,test_user2-2y9O,5,2025-07-31T10:06:29,2025-07-31T10:08:54,2025-07-31T10:11:01,COMPLETED,172800,127,high,0,10,00:02:25,SchedMain;StartReceived
1004,4585,test_user5-Ltyq,6,2025-07-31T10:06:49,2025-07-31T12:39:26,2025-07-31T12:42:54,COMPLETED,86400,208,normal,0,4,02:32:37,SchedBackfill;StartReceived
1011,4586,test_user12-qobY,1,2025-07-31T10:07:09,2025-07-31T12:16:25,2025-07-31T12:17:52,TIMEOUT,86400,87,normal,0,5,02:09:16,SchedBackfill;StartReceived
1016,4587,test_user17-5p9x,3,2025-07-31T10:07:09,2025-07-31T12:39:26,2025-07-31T12:42:51,TIMEOUT,86400,205,normal,0,4,02:32:17,SchedBackfill;StartReceived
1009,4588,test_user10-o3Ca,3,2025-07-31T10:07:17,2025-07-31T12:42:56,2025-07-31T12:45:53,COMPLETED,86400,177,normal,0,6,02:35:39,SchedBackfill;StartReceived
1014,4589,test_user15-zNs2,8,2025-07-31T10:07:21,2025-07-31T10:08:57,2025-07-31T10:13:06,COMPLETED,172800,249,high,0,5,00:01:36,SchedMain;StartReceived
1013,4590,test_user14-UHFm,5,2025-07-31T10:07:28,2025-07-31T12:45:53,2025-07-31T12:51:13,TIMEOUT,86400,320,normal,0,8,02:38:25,SchedMain;StartReceived
1002,4591,test_user3-2eUE,8,2025-07-31T10:07:29,2025-07-31T12:49:10,2025-07-31T12:54:36,COMPLETED,86400,326,normal,0,10,02:41:41,SchedMain;StartReceived
1000,4592,test_user1-GWWp,3,2025-07-31T10:07:33,2025-07-31T12:51:13,2025-07-31T12:54:12,COMPLETED,86400,179,normal,0,8,02:43:40,SchedMain;StartReceived
1015,4593,test_user16-02Tg,9,2025-07-31T10:07:40,2025-07-31T12:54:12,2025-07-31T12:59:09,COMPLETED,86400,297,normal,0,3,02:46:32,SchedMain;StartReceived
1012,4594,test_user13-hjn7,2,2025-07-31T10:07:40,2025-07-31T12:54:36,2025-07-31T12:56:48,TIMEOUT,86400,132,normal,0,8,02:46:56,SchedMain;StartReceived
1007,4595,test_user8-mr9J,3,2025-07-31T10:07:49,2025-07-31T12:56:48,2025-07-31T12:59:10,COMPLETED,86400,142,normal,0,10,02:48:59,SchedMain;StartReceived
1017,4596,test_user18-I8Gg,2,2025-07-31T10:07:52,2025-07-31T10:25:19,2025-07-31T10:25:37,PREEMPTED,86400,18,normal,0,2,00:17:27,SchedBackfill;StartReceived
1009,4597,test_user10-YWHU,8,2025-07-31T10:08:28,2025-07-31T12:55:56,2025-07-31T13:03:08,COMPLETED,86400,432,normal,0,4,02:47:28,SchedBackfill;StartReceived
1019,4598,test_user20-DIJ9,7,2025-07-31T10:08:40,2025-07-31T12:56:48,2025-07-31T13:02:35,COMPLETED,86400,347,normal,0,3,02:48:08,SchedMain;StartReceived
1005,4599,test_user6-r2iP,10,2025-07-31T10:08:58,2025-07-31T12:59:10,2025-07-31T13:07:36,COMPLETED,86400,506,normal,0,5,02:50:12,SchedMain;StartReceived
1001,4600,test_user2-7a4Q,3,2025-07-31T10:09:03,2025-07-31T13:02:39,2025-07-31T13:05:51,TIMEOUT,86400,192,normal,0,9,02:53:36,SchedMain;StartReceived
1008,4601,test_user9-BKd0,1,2025-07-31T10:09:16,2025-07-31T10:09:16,2025-07-31T10:10:21,TIMEOUT,172800,65,high,0,1,00:00:00,SchedMain;StartReceived
1018,4602,test_user19-s0zs,5,2025-07-31T10:09:21,2025-07-31T13:05:51,2025-07-31T13:08:12,COMPLETED,86400,141,normal,0,10,02:56:30,SchedMain;StartReceived
1015,4603,test_user16-xUmZ,4,2025-07-31T10:09:22,2025-07-31T10:46:20,2025-07-31T10:50:15,COMPLETED,86400,235,normal,0,2,00:36:58,SchedBackfill;StartReceived
1004,4604,test_user5-1Nhn,9,2025-07-31T10:09:29,2025-07-31T11:24:53,2025-07-31T11:31:25,COMPLETED,86400,392,normal,0,1,01:15:24,SchedBackfill;StartReceived
1012,4605,test_user13-ve9r,3,2025-07-31T10:09:37,2025-07-31T12:59:26,2025-07-31T13:02:07,COMPLETED,86400,161,normal,0,5,02:49:49,SchedBackfill;StartReceived
1006,4606,test_user7-TIl2,9,2025-07-31T10:09:38,2025-07-31T11:44:54,2025-07-31T11:51:06,COMPLETED,86400,372,normal,0,1,01:35:16,SchedBackfill;StartReceived
1003,4607,test_user4-artY,6,2025-07-31T10:09:38,2025-07-31T13:07:37,2025-07-31T13:11:04,COMPLETED,86400,207,normal,0,6,02:57:59,SchedMain;StartReceived
